bioproject_accession,biosample_accession,checkm_completeness,checkm_contamination,coarse_consistency,contig_l50,contig_n50,contigs,fine_consistency,genome_id,genome_length,genome_name,genome_quality,mlst,cgmlst_hc0,cgmlst_hc2,cgmlst_hc5,cgmlst_hc10,cgmlst_hc20,cgmlst_hc50,cgmlst_hc100,assembly_accession,collection_date,genome_quality_flags
,,99.81,0.0,98.01,5,162151,40,97.83,1280.30330,2742674,Staphylococcus aureus strain HICF0794,Good,MLST.saureus.45,14018,14018,14018,14018,14018,14018,14018,,2018,
,,99.81,0.0,98.07,9,86611,62,97.77,1280.30331,2713073,Staphylococcus aureus strain HICF0796,Good,MLST.saureus.22,18279,18279,18279,18279,18279,1216,17,,2018,
,,99.81,0.0,98.07,8,100556,62,97.65,1280.30332,2814640,Staphylococcus aureus strain HICF0792,Good,MLST.saureus.22,18280,18237,18191,18191,18191,1216,17,,2018,
,,99.81,0.0,98.07,12,73624,87,97.71,1280.30333,2731871,Staphylococcus aureus strain HICF0820,Good,MLST.saureus.2371,18281,18281,18281,18281,18281,3030,1815,,2018,
,,99.81,0.0,98.07,9,87476,61,97.77,1280.30334,2771084,Staphylococcus aureus strain HICF0819,Good,MLST.saureus.22,18282,18282,18282,18282,18282,1216,17,,2018,
,,99.81,0.0,98.07,14,67938,84,97.83,1280.30335,2785421,Staphylococcus aureus strain HICF0821,Good,MLST.saureus.22,14019,14019,14019,14019,14019,13881,17,,2018,
,,99.81,0.0,98.07,7,143065,60,97.83,1280.30336,2790574,Staphylococcus aureus strain HICF0817,Good,1*,14020,14020,14020,14020,13905,13893,32,,2018,
,,99.81,0.0,98.01,3,179680,43,97.77,1280.30337,2741190,Staphylococcus aureus strain HICF0816,Good,MLST.saureus.45,18283,18283,18283,18283,18231,18190,13028,,2018,
,,99.81,0.0,98.01,5,191542,39,97.77,1280.30338,2754803,Staphylococcus aureus strain HICF0814,Good,MLST.saureus.508,18284,18284,18284,18284,18284,18284,18284,,2018,
,,99.81,0.0,98.01,5,243827,58,97.77,1280.30339,2742991,Staphylococcus aureus strain HICF0810,Good,MLST.saureus.779,13146,13146,13146,13146,13146,13146,652,,2018,
,,99.81,0.0,98.07,12,59586,83,97.83,1280.30340,2728680,Staphylococcus aureus strain HICF0812,Good,MLST.saureus.22,13063,13063,13063,13046,13046,13046,17,,2018,
,,99.81,0.0,98.13,8,129564,50,97.89,1280.30341,2749474,Staphylococcus aureus strain HICF0813,Good,MLST.saureus.5,13148,13148,13148,13148,13148,13148,13148,,2018,
,,99.81,0.0,98.07,5,182537,45,97.83,1280.30342,2770325,Staphylococcus aureus strain HICF0815,Good,MLST.saureus.1,13149,13149,13149,13149,13149,12962,636,,2018,
,,99.81,0.0,98.07,13,74088,121,97.83,1280.30343,2782380,Staphylococcus aureus strain HICF0809,Good,MLST.saureus.789,13150,13150,13150,13150,13134,13134,13134,,2018,
,,99.81,0.0,98.07,8,108814,67,97.65,1280.30344,2747519,Staphylococcus aureus strain HICF0828,Good,MLST.saureus.59,13151,13151,13151,13151,13151,13151,71,,2018,
,,99.81,0.0,98.07,6,165700,48,97.71,1280.30345,2703333,Staphylococcus aureus strain HICF0831,Good,MLST.saureus.1,13152,13152,13152,13152,13152,13152,636,,2018,
,,99.81,0.0,98.07,11,97317,75,97.89,1280.30346,2744786,Staphylococcus aureus strain HICF0824,Good,MLST.saureus.772,13344,13344,13344,13344,13344,5332,3108,,2018,
,,99.81,0.0,98.07,8,100738,63,97.77,1280.30347,2812903,Staphylococcus aureus strain HICF0830,Good,MLST.saureus.22,13345,13328,13285,13285,13285,13285,17,,2018,
,,99.81,0.0,98.07,8,108776,50,97.65,1280.30348,2726042,Staphylococcus aureus strain HICF0829,Good,MLST.saureus.22,13346,13346,13346,13346,13346,13346,17,,2018,
,,99.81,0.0,98.07,8,100482,65,97.77,1280.30349,2812336,Staphylococcus aureus strain HICF0826,Good,NOVEL,13347,13347,13347,13285,13285,13285,17,,2018,
,,99.43,0.0,98.13,9,129052,65,97.83,1280.30350,2795413,Staphylococcus aureus strain HICF0823,Good,MLST.saureus.8,13153,13153,13153,13153,13153,56,56,,2018,
,,99.81,0.0,98.07,8,113017,65,97.83,1280.30351,2784599,Staphylococcus aureus strain HICF0822,Good,MLST.saureus.1,13154,13154,13154,13154,13154,13030,32,,2018,
,,99.81,0.19,98.01,4,182467,39,97.59,1280.30352,2746227,Staphylococcus aureus strain HICF0833,Good,MLST.saureus.45,13155,13155,13155,13114,13028,13028,13028,,2018,
,,99.81,0.0,98.01,6,149717,54,97.65,1280.30353,2781471,Staphylococcus aureus strain HICF0827,Good,MLST.saureus.45,13156,13156,13028,13028,13028,13028,13028,,2018,
,,99.81,0.0,97.95,11,73872,70,97.65,1280.30354,2809725,Staphylococcus aureus strain HICF0832,Good,MLST.saureus.121,13157,13157,13157,13157,13157,13157,13157,,2018,
,,99.81,0.0,98.07,9,108135,65,97.77,1280.30355,2815553,Staphylococcus aureus strain HICF0847,Good,MLST.saureus.22,13158,13158,13026,13026,13026,13026,17,,2018,
,,99.81,0.0,98.13,5,192521,35,97.83,1280.30356,2718192,Staphylococcus aureus strain HICF0845,Good,MLST.saureus.5,13159,13159,13159,13159,13069,13056,332,,2018,
,,99.81,0.0,98.07,11,89696,86,97.77,1280.30357,2717774,Staphylococcus aureus strain HICF0835,Good,MLST.saureus.59,13160,13160,13160,13089,13034,13034,71,,2018,
,,99.81,0.0,97.95,12,78244,107,97.65,1280.30358,2857103,Staphylococcus aureus strain HICF0844,Good,MLST.saureus.36,13348,13348,13348,13348,13348,13324,21,,2018,
,,99.81,0.19,98.07,11,97354,93,97.65,1280.30359,2808609,Staphylococcus aureus strain HICF0846,Good,MLST.saureus.22,13349,13349,13349,13349,13349,3030,1815,,2018,
,,99.81,0.0,98.07,6,172114,54,97.83,1280.30360,2788884,Staphylococcus aureus strain HICF0834,Good,MLST.saureus.2981,13161,13161,13161,13161,13161,13030,32,,2018,
,,99.81,0.0,98.07,5,175006,46,97.83,1280.30361,2789412,Staphylococcus aureus strain HICF0841,Good,MLST.saureus.1,13162,13162,13162,13162,13162,13030,32,,2018,
,,99.81,0.0,98.07,9,88544,68,97.77,1280.30362,2812876,Staphylococcus aureus strain HICF0837,Good,MLST.saureus.22,13163,13163,13026,13026,13026,13026,17,,2018,
,,99.81,0.0,98.01,5,158180,44,97.77,1280.30363,2741453,Staphylococcus aureus strain HICF0839,Good,MLST.saureus.45,13164,13164,13074,13074,13028,13028,13028,,2018,
,,99.81,0.0,98.07,9,86151,63,97.77,1280.30364,2798617,Staphylococcus aureus strain HICF0840,Good,MLST.saureus.22,13165,13165,13083,13050,13050,12956,17,,2018,
,,99.81,0.0,98.07,11,86124,75,97.77,1280.30365,2793576,Staphylococcus aureus strain HICF0838,Good,MLST.saureus.22,13166,13166,13144,13144,13144,12956,17,,2018,
,,99.81,0.0,98.07,8,106929,65,97.77,1280.30366,2680540,Staphylococcus aureus strain HICF0858,Good,MLST.saureus.59,13167,13034,13034,13034,13034,13034,71,,2018,
,,99.81,0.0,98.07,10,83569,73,97.77,1280.30367,2809221,Staphylococcus aureus strain HICF0857,Good,MLST.saureus.22,13168,13168,13168,13050,13050,12956,17,,2018,
,,99.62,0.0,98.01,12,69110,67,97.71,1280.30368,2750727,Staphylococcus aureus strain HICF0859,Good,MLST.saureus.22,13169,13169,13169,13037,12958,12956,17,,2018,
,,99.81,0.0,98.07,7,136761,64,97.83,1280.30369,2786354,Staphylococcus aureus strain HICF0856,Good,MLST.saureus.1,13170,13170,13170,13170,13170,13030,32,,2018,
,,99.81,0.0,98.07,8,87194,66,97.77,1280.30370,2814347,Staphylococcus aureus strain HICF0852,Good,MLST.saureus.22,13171,13026,13026,13026,13026,13026,17,,2018,
,,99.81,0.0,98.13,10,124909,81,97.95,1280.30371,2764345,Staphylococcus aureus strain HICF0851,Good,MLST.saureus.72,13350,13350,13350,13350,13350,13350,290,,2018,
,,99.81,0.0,98.13,11,92970,107,97.77,1280.30372,2827377,Staphylococcus aureus strain HICF0855,Good,MLST.saureus.612,13351,13351,13351,13351,13351,13351,13351,,2018,
,,99.81,0.0,98.07,6,153133,69,97.83,1280.30373,2767416,Staphylococcus aureus strain HICF0849,Good,MLST.saureus.1,13352,13352,13352,13352,13352,13352,3006,,2018,
,,99.81,0.0,98.07,10,87474,68,97.77,1280.30374,2723973,Staphylococcus aureus strain HICF0848,Good,MLST.saureus.22,13353,13353,13353,13353,13353,13287,17,,2018,
,,99.81,0.0,98.07,10,109082,87,97.77,1280.30375,2745427,Staphylococcus aureus strain HICF0850,Good,MLST.saureus.789,13172,13134,13134,13134,13134,13134,13134,,2018,
,,99.81,0.0,98.07,6,149920,45,97.83,1280.30376,2717300,Staphylococcus aureus strain HICF0860,Good,MLST.saureus.80,13173,13173,13173,13173,13173,13173,9571,,2018,
,,99.81,0.0,98.07,8,100786,57,97.83,1280.30377,2769409,Staphylococcus aureus strain HICF0862,Good,MLST.saureus.22,13174,13174,13174,13174,13174,12956,17,,2018,
,,99.81,0.0,98.07,10,107850,65,97.77,1280.30378,2820694,Staphylococcus aureus strain HICF0863,Good,MLST.saureus.22,13175,13175,13175,13175,13175,12956,17,,2018,
,,99.81,0.0,98.13,7,140556,58,97.89,1280.30379,2760302,Staphylococcus aureus strain HICF0861,Good,MLST.saureus.8,13176,13176,13176,13176,13176,13176,13176,,2018,
,,99.81,0.0,98.07,8,107384,60,97.77,1280.30380,2816375,Staphylococcus aureus strain HICF0864,Good,MLST.saureus.22,13177,13177,13026,13026,13026,13026,17,,2018,
,,99.81,0.0,98.07,10,107464,69,97.71,1280.30381,2733674,Staphylococcus aureus strain HICF0865,Good,MLST.saureus.1649,13178,13178,13178,13178,13178,13049,24,,2018,
,,99.81,0.0,98.07,9,108007,54,97.83,1280.30382,2806954,Staphylococcus aureus strain HICF0866,Good,MLST.saureus.22,13179,13179,13179,13179,13179,13179,17,,2018,
,,99.81,0.0,98.07,9,100496,62,97.77,1280.30383,2818136,Staphylococcus aureus strain HICF0867,Good,MLST.saureus.22,13354,13354,13285,13285,13285,13285,17,,2018,
,,99.81,0.0,98.07,8,101769,55,97.77,1280.30384,2717777,Staphylococcus aureus strain HICF0868,Good,MLST.saureus.22,13355,13355,13355,13355,13355,13287,17,,2018,
,,99.81,0.0,98.07,8,108555,72,97.77,1280.30385,2719270,Staphylococcus aureus strain HICF0869,Good,MLST.saureus.59,13356,13308,13308,13308,13308,13308,71,,2018,
,,99.81,0.0,98.13,6,144644,62,97.89,1280.30386,2758133,Staphylococcus aureus strain HICF0870,Good,MLST.saureus.8,13357,13314,13314,13314,13314,13314,13314,,2018,
,,99.81,0.0,98.07,6,170015,53,97.77,1280.30387,2740573,Staphylococcus aureus strain HICF0854,Good,MLST.saureus.398,13358,13358,13358,13358,13358,13358,834,,2018,
,,99.81,0.0,98.07,9,100483,68,97.77,1280.30388,2810601,Staphylococcus aureus strain HICF0879,Good,MLST.saureus.22,13359,13359,13359,13285,13285,13285,17,,2018,
,,99.81,0.0,98.07,9,87487,74,97.77,1280.30389,2775795,Staphylococcus aureus strain HICF0886,Good,MLST.saureus.22,13180,13180,13142,13142,13142,13125,17,,2018,
,,99.81,0.0,98.07,9,87181,70,97.83,1280.30390,2777020,Staphylococcus aureus strain HICF0884,Good,MLST.saureus.22,13181,13181,13181,13181,13181,12956,17,,2018,
,,99.81,0.0,98.07,11,85510,69,97.65,1280.30391,2705767,Staphylococcus aureus strain HICF0885,Good,MLST.saureus.22,13182,13182,13182,13182,13182,13136,1294,,2018,
,,99.81,0.0,98.07,10,107923,68,97.71,1280.30392,2861413,Staphylococcus aureus strain HICF0881,Good,MLST.saureus.22,18762,18762,18706,18706,18706,18706,17,,2018,
,,99.81,0.0,98.07,11,72875,68,97.77,1280.30393,2715983,Staphylococcus aureus strain HICF0878,Good,MLST.saureus.22,18763,18763,18763,18763,18718,18708,17,,2018,
,,99.81,0.0,98.07,10,89695,83,97.77,1280.30394,2720174,Staphylococcus aureus strain HICF0874,Good,MLST.saureus.59,18764,18764,18764,18764,18752,18752,71,,2018,
,,99.81,0.0,98.07,8,136767,53,97.83,1280.30395,2785689,Staphylococcus aureus strain HICF0871,Good,MLST.saureus.1,18765,18765,18765,18765,18765,15331,32,,2018,
,,99.81,0.0,98.07,9,107384,63,97.65,1280.30396,2809789,Staphylococcus aureus strain HICF0873,Good,MLST.saureus.22,18766,18766,18706,18706,18706,18706,17,,2018,
,,99.81,0.0,98.01,6,162155,65,97.77,1280.30397,2781657,Staphylococcus aureus strain HICF0875,Good,MLST.saureus.45,18767,18767,18767,18767,18767,18711,13028,,2018,
,,99.62,0.0,98.07,9,109556,58,97.77,1280.30398,2753466,Staphylococcus aureus strain HICF0872,Good,MLST.saureus.22,18768,18768,18768,18768,18768,18708,17,,2018,
,,97.89,0.0,97.29,4,189781,36,97.05,1280.30399,2624226,Staphylococcus aureus strain HICF0899,Good,MLST.saureus.45,18769,18769,18758,18758,18758,18711,13028,,2018,
,,99.81,0.0,98.07,9,87177,67,97.65,1280.30400,2800378,Staphylococcus aureus strain HICF0889,Good,MLST.saureus.22,18770,18706,18706,18706,18706,18706,17,,2018,
,,99.81,0.19,98.07,7,108007,54,97.77,1280.30401,2741313,Staphylococcus aureus strain HICF0891,Good,MLST.saureus.22,18771,18771,18771,18771,18771,18708,17,,2018,
,,99.81,0.0,98.07,10,106419,73,97.89,1280.30402,2743548,Staphylococcus aureus strain HICF0898,Good,MLST.saureus.1535,18772,18772,18772,18772,18772,899,2,,2018,
,,99.81,0.0,98.13,5,195783,46,97.83,1280.30403,2714437,Staphylococcus aureus strain HICF0896,Good,MLST.saureus.5,18773,18773,18773,18773,18773,18773,12661,,2018,
,,99.81,0.19,98.07,10,87404,82,97.71,1280.30404,2783112,Staphylococcus aureus strain HICF0897,Good,MLST.saureus.22,18774,18774,18774,18774,18774,18708,17,,2018,
,,99.81,0.0,98.01,5,158190,48,97.77,1280.30405,2740510,Staphylococcus aureus strain HICF0902,Good,MLST.saureus.45,18775,18769,18758,18758,18758,18711,13028,,2018,
,,99.81,0.0,98.07,9,101500,79,97.83,1280.30406,2801071,Staphylococcus aureus strain HICF0890,Good,MLST.saureus.59,18776,18776,18776,18776,18710,18710,71,,2018,
,,99.81,0.0,98.13,6,138642,51,97.95,1280.30407,2740379,Staphylococcus aureus strain HICF0892,Good,MLST.saureus.5,18777,18777,18777,18777,18741,18741,18741,,2018,
,,99.81,0.0,98.07,12,86619,94,97.77,1280.30408,2751673,Staphylococcus aureus strain HICF0887,Good,MLST.saureus.338,18778,18778,18778,18778,18778,18778,763,,2018,
,,99.81,0.0,98.07,9,88543,71,97.77,1280.30409,2812416,Staphylococcus aureus strain HICF0893,Good,MLST.saureus.22,18779,18779,18779,18779,18723,18708,17,,2018,
,,99.81,0.0,98.07,8,115033,62,97.77,1280.30410,2810351,Staphylococcus aureus strain HICF0905,Good,MLST.saureus.22,13360,13360,13360,13360,13360,13286,1294,,2018,
,,99.23,0.0,97.95,7,151586,34,97.65,1280.30411,2780127,Staphylococcus aureus strain HICF0906,Good,MLST.saureus.130,13361,13361,13361,13361,13080,13080,13080,,2018,
,,99.81,0.0,97.95,12,71493,114,97.53,1280.30412,2903130,Staphylococcus aureus strain HICF0904,Good,MLST.saureus.36,18780,18780,18780,18780,18780,18751,21,,2018,
,,99.81,0.0,98.01,9,98730,66,97.65,1280.30413,2667528,Staphylococcus aureus strain HICF0910,Good,MLST.saureus.425,18781,18781,18781,18781,18781,18781,11438,,2018,
,,99.81,0.0,98.13,8,132743,73,97.89,1280.30414,2763072,Staphylococcus aureus strain HICF0908,Good,MLST.saureus.8,18782,18782,18782,18782,18782,18782,18782,,2018,
,,99.81,0.0,98.07,7,125256,52,97.77,1280.30415,2770908,Staphylococcus aureus strain HICF0909,Good,MLST.saureus.22,18783,18783,18783,18783,18783,18708,17,,2018,
,,99.81,0.0,98.07,11,86619,77,97.77,1280.30416,2858223,Staphylococcus aureus strain HICF0912,Good,MLST.saureus.22,13362,13362,13285,13285,13285,13285,17,,2018,
,,99.81,0.0,98.07,9,88827,67,97.65,1280.30417,2756811,Staphylococcus aureus strain HICF0915,Good,MLST.saureus.22,13363,13363,13363,13363,13363,13363,11977,,2018,
,,99.81,0.0,98.07,8,109115,49,97.77,1280.30418,2771619,Staphylococcus aureus strain HICF0913,Good,MLST.saureus.22,13364,13364,13364,13364,13364,13287,17,,2018,
,,99.81,0.0,98.13,5,208174,43,97.95,1280.30419,2745348,Staphylococcus aureus strain HICF0916,Good,MLST.saureus.2625,18784,18784,18784,18784,18784,18784,18784,,2018,
,,99.81,0.0,98.07,6,163308,43,97.77,1280.30420,2750434,Staphylococcus aureus strain HICF0903,Good,MLST.saureus.149,18785,18785,18785,18785,18785,18785,18785,,2018,
,,99.81,0.0,98.07,10,88544,73,97.71,1280.30421,2856757,Staphylococcus aureus strain HICF0928,Good,MLST.saureus.22,14016,14016,13878,13878,13878,13878,17,,2018,
,,99.81,0.0,97.83,6,168396,47,97.29,1280.30422,2762604,Staphylococcus aureus strain HICF0919,Good,MLST.saureus.430,14022,14022,14022,14022,14022,14022,14022,,2018,
,,99.81,0.0,98.07,9,87151,66,97.77,1280.30423,2809986,Staphylococcus aureus strain HICF0920,Good,MLST.saureus.22,13365,13365,13365,13285,13285,13285,17,,2018,
,,99.81,0.0,98.13,5,223071,29,97.83,1280.30424,2721911,Staphylococcus aureus strain HICF0927,Good,MLST.saureus.5,18285,18285,18285,18285,18139,18139,18139,,2018,
,,99.81,0.0,98.07,4,169581,34,97.83,1280.30425,2777525,Staphylococcus aureus strain HICF0925,Good,NOVEL,18286,18286,18286,18286,18286,18286,9571,,2018,
,,99.81,0.0,98.13,6,180685,35,97.77,1280.30426,2719447,Staphylococcus aureus strain HICF0926,Good,MLST.saureus.5,18287,18287,18287,18287,18139,18139,18139,,2018,
,,99.81,0.0,98.07,9,107384,64,97.77,1280.30427,2777509,Staphylococcus aureus strain HICF0924,Good,MLST.saureus.22,18288,18288,18191,18191,18191,1216,17,,2018,
,,99.81,0.0,98.07,10,100496,71,97.71,1280.30428,2859778,Staphylococcus aureus strain HICF0921,Good,MLST.saureus.22,18762,18762,18706,18706,18706,18706,17,,2018,
,,99.81,0.0,98.07,11,70936,71,97.83,1280.30429,2817505,Staphylococcus aureus strain HICF0923,Good,MLST.saureus.22,13366,13366,13366,13366,13366,13287,17,,2018,
,,99.81,0.0,98.07,12,79808,94,97.71,1280.30430,2813506,Staphylococcus aureus strain HICF0917,Good,MLST.saureus.45,13367,13367,13367,13367,13367,13367,853,,2018,
,,99.81,0.0,98.07,11,88544,69,97.77,1280.30431,2798157,Staphylococcus aureus strain HICF0922,Good,MLST.saureus.22,18708,18708,18708,18708,18708,18708,17,,2018,
,,99.81,0.0,98.13,6,138645,45,97.95,1280.30432,2785030,Staphylococcus aureus strain HICF0941,Good,MLST.saureus.5,18289,18289,18289,18289,18289,18289,18289,,2018,
,,99.81,0.0,98.07,6,137491,55,97.83,1280.30433,2785358,Staphylococcus aureus strain HICF0939,Good,NOVEL*,18290,18290,18290,18290,18290,18117,32,,2018,
,,99.81,0.0,98.01,6,158179,68,97.77,1280.30434,2778193,Staphylococcus aureus strain HICF0938,Good,MLST.saureus.45,18788,18767,18767,18767,18767,18711,13028,,2018,
,,99.81,0.0,98.07,12,75104,89,97.77,1280.30435,2776175,Staphylococcus aureus strain HICF0940,Good,MLST.saureus.772,18789,18789,18789,18789,18789,18789,3108,,2018,
,,99.81,0.0,98.07,11,87360,75,97.77,1280.30436,2761413,Staphylococcus aureus strain HICF0935,Good,MLST.saureus.6,18790,18790,18790,18790,18790,18790,24,,2018,
,,99.81,0.0,98.01,3,182466,32,97.77,1280.30437,2746218,Staphylococcus aureus strain HICF0932,Good,MLST.saureus.45,18791,18791,18791,18791,18767,18711,13028,,2018,
,,99.81,0.0,98.07,5,207142,39,97.83,1280.30438,2797309,Staphylococcus aureus strain HICF0936,Good,MLST.saureus.1,18792,18792,18792,18792,18792,15331,32,,2018,
,,99.81,0.0,98.07,11,100491,77,97.77,1280.30439,2712232,Staphylococcus aureus strain HICF0937,Good,MLST.saureus.59,14023,14023,13897,13897,13897,13897,71,,2018,
,,99.81,0.0,98.13,10,116596,53,97.95,1280.30440,2741901,Staphylococcus aureus strain HICF0930,Good,MLST.saureus.72,18793,18793,18793,18793,18793,18793,290,,2018,
,,99.81,0.0,98.07,11,86549,71,97.71,1280.30441,2860252,Staphylococcus aureus strain HICF0929,Good,MLST.saureus.22,18762,18762,18706,18706,18706,18706,17,,2018,
,,99.81,0.0,98.01,6,138927,35,97.65,1280.30442,2743169,Staphylococcus aureus strain HICF0931,Good,MLST.saureus.45,13368,13368,13368,13368,13291,13291,13028,,2018,
,,99.81,0.0,98.07,8,94366,58,97.83,1280.30443,2814809,Staphylococcus aureus strain HICF0951,Good,MLST.saureus.22,18709,18709,18709,18709,18709,18708,17,,2018,
,,99.81,0.0,98.13,6,172907,41,97.71,1280.30444,2717222,Staphylococcus aureus strain HICF0945,Good,MLST.saureus.5,18796,18796,18796,18796,18773,18773,12661,,2018,
,,99.81,0.0,98.07,9,107943,56,97.71,1280.30445,2766602,Staphylococcus aureus strain HICF0950,Good,MLST.saureus.22,18797,18797,18797,18797,18718,18708,17,,2018,
,,99.81,0.0,98.07,9,108736,60,97.59,1280.30446,2795120,Staphylococcus aureus strain HICF0944,Good,MLST.saureus.22,14024,14024,14024,14024,14024,13881,17,,2018,
,,99.81,0.0,98.07,9,107384,62,97.71,1280.30447,2816014,Staphylococcus aureus strain HICF0956,Good,MLST.saureus.22,14025,14025,13878,13878,13878,13878,17,,2018,
,,99.81,0.0,98.07,7,107514,51,97.71,1280.30448,2721872,Staphylococcus aureus strain HICF0955,Good,NOVEL,18291,18291,18291,18291,18291,18291,636,,2018,
,,99.81,0.0,98.13,3,350935,24,97.83,1280.30449,2718608,Staphylococcus aureus strain HICF0957,Good,NOVEL,18292,18292,18292,18292,18292,18139,18139,,2018,
,,99.81,0.0,98.07,5,266645,48,97.77,1280.30450,2833793,Staphylococcus aureus strain HICF0954,Good,MLST.saureus.1,18293,18293,18293,18293,18293,18293,636,,2018,
,,99.81,0.0,98.07,9,108007,59,97.77,1280.30451,2787831,Staphylococcus aureus strain HICF0952,Good,MLST.saureus.22,18294,18294,18191,18191,18191,1216,17,,2018,
,,99.81,0.0,98.07,8,109054,58,97.83,1280.30452,2784626,Staphylococcus aureus strain HICF0953,Good,MLST.saureus.22,18295,18295,18295,18295,18295,1216,17,,2018,
,,99.81,0.0,98.13,6,151610,48,97.95,1280.30453,2721285,Staphylococcus aureus strain HICF0943,Good,MLST.saureus.1457,18296,18296,18296,18296,18296,18296,18132,,2018,
,,99.81,0.0,98.01,3,235158,36,97.65,1280.30454,2789183,Staphylococcus aureus strain HICF0948,Good,MLST.saureus.45,18297,18297,18297,18231,18231,18190,13028,,2018,
,,99.81,0.0,97.95,9,100761,48,97.65,1280.30455,2747677,Staphylococcus aureus strain HICF0947,Good,MLST.saureus.30,14026,14026,14026,14026,14026,13894,7099,,2018,
,,99.81,0.0,98.07,6,125239,56,97.77,1280.30456,2762470,Staphylococcus aureus strain HICF0946,Good,MLST.saureus.22,14027,14027,14027,14027,14027,13881,17,,2018,
,,99.81,0.0,98.01,4,221317,31,97.77,1280.30457,2735990,Staphylococcus aureus strain HICF0949,Good,MLST.saureus.130,18798,18798,18798,18798,18798,18798,11464,,2018,
,,65.9,0.0,85.23,8,106801,45,84.69,1280.30476,2731084,Staphylococcus aureus strain HICF0510,Good,97,,,,,,,,,2018,
,,62.5,0.0,86.32,8,90533,64,86.08,1280.30477,2750444,Staphylococcus aureus strain HICF0528,Good,22*,,,,,,,,,2018,
